data:8850:3606
data:5:7470:2.0
data:5:8310:2.0
data:5:8426:1.0
data:5:8458:1.0
data:5:8705:1.0
data:5:8823:1.0
data:6:1334:1.0
data:6:3390:2.0
data:6:4687:2.0
data:6:4791:1.0
data:6:5346:1.0
data:6:5513:1.0
data:6:6995:1.0
data:6:7254:1.0
data:6:8823:1.0
data:7:1334:1.0
data:7:3390:2.0
data:7:4687:2.0
data:7:4791:1.0
data:7:5346:1.0
data:7:5513:1.0
data:7:6995:1.0
data:7:7254:1.0
data:7:8823:1.0
data:8:1334:1.0
data:8:3390:2.0
data:8:4687:2.0
data:8:4791:1.0
data:8:5346:1.0
data:8:5513:1.0
data:8:6995:1.0
data:8:7254:1.0
data:8:8823:1.0
data:9:446:1.0
data:9:453:1.0
data:9:661:1.0
data:9:851:1.0
data:9:859:1.0
data:9:949:1.0
data:9:1217:1.0
data:9:2335:1.0
data:9:2470:2.0
data:9:2521:1.0
data:9:2693:1.0
data:9:3004:2.0
data:9:3175:1.0
data:9:3268:1.0
data:9:3344:1.0
data:9:3390:1.0
data:9:4101:1.0
data:9:4902:1.0
data:9:5595:1.0
data:9:6023:1.0
data:9:6298:1.0
data:9:6783:1.0
data:9:6999:1.0
data:9:7016:1.0
data:9:7419:3.0
data:9:7504:1.0
data:9:7674:1.0
data:9:8652:1.0
data:9:8823:1.0
data:10:745:1.0
data:10:1334:1.0
data:10:1429:1.0
data:10:1637:1.0
data:10:2185:1.0
data:10:2971:1.0
data:10:3156:1.0
data:10:3512:1.0
data:10:4617:1.0
data:10:4687:1.0
data:10:5583:1.0
data:10:5996:1.0
data:10:7254:1.0
data:10:7324:1.0
data:10:7470:2.0
data:10:8135:1.0
data:10:8627:1.0
data:11:1334:1.0
data:11:3390:2.0
data:11:4687:2.0
data:11:4791:1.0
data:11:5346:1.0
data:11:5513:1.0
data:11:6995:1.0
data:11:7254:1.0
data:11:8823:1.0
data:12:577:1.0
data:12:647:1.0
data:12:853:1.0
data:12:1062:1.0
data:12:1334:3.0
data:12:1396:1.0
data:12:1404:3.0
data:12:1475:1.0
data:12:1552:1.0
data:12:1770:1.0
data:12:1883:1.0
data:12:2075:1.0
data:12:2111:1.0
data:12:2434:2.0
data:12:2474:1.0
data:12:2555:1.0
data:12:2662:1.0
data:12:2663:1.0
data:12:2664:2.0
data:12:2723:1.0
data:12:2727:1.0
data:12:2927:1.0
data:12:2965:1.0
data:12:3018:2.0
data:12:3159:1.0
data:12:3374:1.0
data:12:3390:2.0
data:12:3401:1.0
data:12:3512:5.0
data:12:3864:1.0
data:12:4042:1.0
data:12:4043:1.0
data:12:4605:1.0
data:12:4902:1.0
data:12:5039:1.0
data:12:5367:1.0
data:12:5548:1.0
data:12:5681:1.0
data:12:5811:1.0
data:12:5821:1.0
data:12:5929:1.0
data:12:5973:1.0
data:12:5996:1.0
data:12:6298:1.0
data:12:6343:1.0
data:12:6448:1.0
data:12:6456:1.0
data:12:6590:1.0
data:12:6670:1.0
data:12:6896:1.0
data:12:7210:1.0
data:12:7212:1.0
data:12:7254:1.0
data:12:7572:1.0
data:12:7674:1.0
data:12:7857:1.0
data:12:8010:1.0
data:12:8135:1.0
data:12:8191:1.0
data:12:8310:1.0
data:12:8369:1.0
data:12:8405:1.0
data:12:8426:2.0
data:12:8458:3.0
data:12:8692:2.0
data:12:8704:1.0
data:12:8849:2.0
data:13:647:1.0
data:13:1062:1.0
data:13:1188:1.0
data:13:1334:2.0
data:13:1404:2.0
data:13:1475:1.0
data:13:1499:1.0
data:13:1552:1.0
data:13:2434:2.0
data:13:2474:1.0
data:13:2555:1.0
data:13:2723:1.0
data:13:2927:1.0
data:13:2965:1.0
data:13:3004:3.0
data:13:3018:2.0
data:13:3259:1.0
data:13:3374:1.0
data:13:3390:2.0
data:13:3401:1.0
data:13:3512:4.0
data:13:3864:1.0
data:13:4623:1.0
data:13:4902:1.0
data:13:5039:1.0
data:13:5367:1.0
data:13:5386:2.0
data:13:5821:1.0
data:13:5929:1.0
data:13:5996:1.0
data:13:6298:1.0
data:13:6448:2.0
data:13:6456:1.0
data:13:6896:1.0
data:13:7212:1.0
data:13:7254:1.0
data:13:7857:1.0
data:13:8135:1.0
data:13:8191:1.0
data:13:8310:1.0
data:13:8369:1.0
data:13:8405:1.0
data:13:8426:2.0
data:13:8458:1.0
data:13:8619:1.0
data:13:8692:2.0
data:13:8704:1.0
data:13:8849:2.0
data:14:474:1.0
data:14:577:1.0
data:14:748:1.0
data:14:853:1.0
data:14:1062:1.0
data:14:1066:1.0
data:14:1334:4.0
data:14:1396:1.0
data:14:1402:1.0
data:14:1404:3.0
data:14:1552:1.0
data:14:1770:1.0
data:14:1883:1.0
data:14:2075:1.0
data:14:2111:1.0
data:14:2434:2.0
data:14:2555:1.0
data:14:2663:1.0
data:14:2664:3.0
data:14:2727:1.0
data:14:2927:1.0
data:14:2965:1.0
data:14:2971:1.0
data:14:3004:2.0
data:14:3018:2.0
data:14:3156:1.0
data:14:3159:1.0
data:14:3175:1.0
data:14:3257:1.0
data:14:3313:1.0
data:14:3390:2.0
data:14:3401:1.0
data:14:3405:1.0
data:14:3512:4.0
data:14:3540:1.0
data:14:3614:1.0
data:14:3864:1.0
data:14:4042:3.0
data:14:4043:1.0
data:14:4605:1.0
data:14:4687:1.0
data:14:4902:1.0
data:14:5367:1.0
data:14:5373:1.0
data:14:5548:1.0
data:14:5681:1.0
data:14:5811:1.0
data:14:5973:1.0
data:14:5996:1.0
data:14:6298:1.0
data:14:6343:1.0
data:14:6448:1.0
data:14:6456:1.0
data:14:6590:2.0
data:14:6670:1.0
data:14:6732:1.0
data:14:7148:1.0
data:14:7210:1.0
data:14:7212:1.0
data:14:7254:2.0
data:14:7572:1.0
data:14:7605:1.0
data:14:7640:1.0
data:14:7674:1.0
data:14:7857:1.0
data:14:8010:1.0
data:14:8079:1.0
data:14:8135:1.0
data:14:8192:1.0
data:14:8310:1.0
data:14:8405:1.0
data:14:8426:2.0
data:14:8458:2.0
data:14:8508:1.0
data:14:8692:1.0
data:14:8704:1.0
data:14:8849:1.0
data:15:469:1.0
data:15:541:1.0
data:15:661:1.0
data:15:848:1.0
data:15:859:1.0
data:15:1033:1.0
data:15:1066:1.0
data:15:1217:1.0
data:15:2609:1.0
data:15:2971:1.0
data:15:3093:1.0
data:15:3156:1.0
data:15:3268:1.0
data:15:3344:1.0
data:15:3405:2.0
data:15:3512:1.0
data:15:4479:3.0
data:15:5555:1.0
data:15:7234:1.0
data:15:7419:2.0
data:15:7527:2.0
data:15:7674:1.0
data:15:8310:1.0
data:15:8602:1.0
data:15:8784:1.0
data:15:8823:1.0
data:15:8849:2.0
data:16:124:1.0
data:16:661:1.0
data:16:751:1.0
data:16:853:1.0
data:16:1217:1.0
data:16:1404:2.0
data:16:2075:1.0
data:16:2181:1.0
data:16:2428:1.0
data:16:2662:1.0
data:16:3004:2.0
data:16:3156:2.0
data:16:3268:1.0
data:16:3344:1.0
data:16:4063:1.0
data:16:4479:1.0
data:16:4687:1.0
data:16:5179:1.0
data:16:5555:1.0
data:16:5981:1.0
data:16:6023:1.0
data:16:6298:1.0
data:16:6627:1.0
data:16:6654:1.0
data:16:6736:1.0
data:16:7254:1.0
data:16:7324:1.0
data:16:7419:1.0
data:16:7449:1.0
data:16:7504:1.0
data:16:7527:1.0
data:16:8324:1.0
data:16:8426:1.0
data:16:8602:1.0
data:16:8821:1.0
data:16:8823:1.0
data:16:8849:1.0
data:17:661:1.0
data:17:1396:1.0
data:17:1530:1.0
data:17:2720:1.0
data:17:3013:1.0
data:17:3119:1.0
data:17:3390:1.0
data:17:3541:1.0
data:17:4237:1.0
data:17:4238:2.0
data:17:4460:1.0
data:17:4605:1.0
data:17:5505:1.0
data:17:5990:1.0
data:17:6020:1.0
data:17:6023:1.0
data:17:6921:1.0
data:17:7071:1.0
data:17:7163:1.0
data:17:7234:1.0
data:17:7239:1.0
data:17:7254:1.0
data:17:7506:1.0
data:17:7747:1.0
data:17:7930:1.0
data:17:8019:1.0
data:17:8180:2.0
data:17:8310:1.0
data:17:8458:1.0
data:17:8757:1.0
data:17:8839:1.0
data:18:1985:1.0
data:18:2971:1.0
data:18:3390:1.0
data:18:5248:1.0
data:18:5275:1.0
data:18:7234:1.0
data:18:7470:1.0
data:18:8310:1.0
data:19:1985:1.0
data:19:2971:1.0
data:19:3390:1.0
data:19:5248:1.0
data:19:5275:1.0
data:19:7234:1.0
data:19:7470:1.0
data:19:8310:1.0
data:20:80:2.0
data:20:897:1.0
data:20:964:1.0
data:20:1217:1.0
data:20:1404:1.0
data:20:1716:1.0
data:20:1770:1.0
data:20:2596:1.0
data:20:3004:1.0
data:20:3156:1.0
data:20:3159:1.0
data:20:3614:1.0
data:20:4277:1.0
data:20:4310:1.0
data:20:4902:2.0
data:20:4914:1.0
data:20:5505:1.0
data:20:6210:1.0
data:20:6298:3.0
data:20:6448:1.0
data:20:6750:2.0
data:20:6769:1.0
data:20:7080:1.0
data:20:7254:1.0
data:20:7280:1.0
data:20:7324:1.0
data:20:7674:1.0
data:20:8310:2.0
data:20:8324:1.0
data:20:8823:1.0
data:21:853:1.0
data:21:1875:1.0
data:21:3864:1.0
data:21:4224:1.0
data:21:4626:1.0
data:21:4631:1.0
data:21:4976:1.0
data:21:5119:1.0
data:21:5235:1.0
data:21:5548:1.0
data:21:5821:2.0
data:21:5981:1.0
data:21:5987:1.0
data:21:6667:1.0
data:21:7109:1.0
data:21:7254:1.0
data:21:8251:1.0
data:21:8458:1.0
data:21:8480:1.0
data:22:1104:2.0
data:22:1341:1.0
data:22:1499:1.0
data:22:3013:1.0
data:22:3156:1.0
data:22:3159:1.0
data:22:3776:1.0
data:22:5821:1.0
data:22:6670:1.0
data:22:7149:1.0
data:22:8324:1.0
data:23:513:1.0
data:23:642:1.0
data:23:647:1.0
data:23:661:1.0
data:23:751:1.0
data:23:853:1.0
data:23:859:1.0
data:23:929:1.0
data:23:948:1.0
data:23:949:1.0
data:23:1033:1.0
data:23:1060:4.0
data:23:1334:1.0
data:23:1665:4.0
data:23:1770:1.0
data:23:2075:1.0
data:23:2294:1.0
data:23:2321:1.0
data:23:2325:2.0
data:23:2327:1.0
data:23:2356:3.0
data:23:2824:1.0
data:23:2971:1.0
data:23:3004:1.0
data:23:3156:3.0
data:23:3268:1.0
data:23:3355:1.0
data:23:3512:4.0
data:23:3739:2.0
data:23:3935:1.0
data:23:4268:1.0
data:23:4273:1.0
data:23:4608:1.0
data:23:4679:1.0
data:23:4687:3.0
data:23:4899:1.0
data:23:4902:1.0
data:23:4980:1.0
data:23:5172:1.0
data:23:5275:4.0
data:23:5346:1.0
data:23:5373:1.0
data:23:5555:1.0
data:23:5996:2.0
data:23:6021:1.0
data:23:6298:1.0
data:23:6363:1.0
data:23:6379:1.0
data:23:6448:2.0
data:23:6498:1.0
data:23:6514:1.0
data:23:6564:1.0
data:23:6571:1.0
data:23:6590:1.0
data:23:6667:1.0
data:23:6771:1.0
data:23:6872:1.0
data:23:6896:1.0
data:23:6962:1.0
data:23:7016:1.0
data:23:7234:3.0
data:23:7254:1.0
data:23:7449:1.0
data:23:7674:1.0
data:23:7675:1.0
data:23:7824:1.0
data:23:8019:2.0
data:23:8146:1.0
data:23:8310:1.0
data:23:8458:2.0
data:23:8466:1.0
data:23:8716:1.0
data:23:8821:2.0
data:23:8823:1.0
data:24:1512:2.0
data:24:2783:1.0
data:24:3512:3.0
data:24:3541:1.0
data:24:3880:1.0
data:24:5363:1.0
data:24:6408:1.0
data:24:6972:1.0
data:24:7254:1.0
data:24:8432:1.0
data:24:8692:1.0
data:24:8823:1.0
data:25:560:1.0
data:25:851:1.0
data:25:1022:1.0
data:25:1192:1.0
data:25:1404:1.0
data:25:2075:1.0
data:25:3004:2.0
data:25:3031:1.0
data:25:3156:1.0
data:25:3162:1.0
data:25:3169:1.0
data:25:3512:2.0
data:25:3776:1.0
data:25:4652:1.0
data:25:4902:1.0
data:25:5205:1.0
data:25:5505:1.0
data:25:5555:1.0
data:25:5981:1.0
data:25:6020:1.0
data:25:6408:1.0
data:25:6432:1.0
data:25:6571:1.0
data:25:7504:1.0
data:25:7674:1.0
data:25:8310:1.0
data:25:8490:1.0
data:25:8849:2.0
data:26:332:1.0
data:26:474:2.0
data:26:477:1.0
data:26:478:1.0
data:26:851:1.0
data:26:925:1.0
data:26:945:1.0
data:26:1217:1.0
data:26:1334:2.0
data:26:1404:2.0
data:26:1411:1.0
data:26:1716:1.0
data:26:1959:3.0
data:26:1960:1.0
data:26:2075:1.0
data:26:2426:1.0
data:26:2578:2.0
data:26:2609:1.0
data:26:2634:1.0
data:26:2662:1.0
data:26:2805:1.0
data:26:3004:4.0
data:26:3093:1.0
data:26:3156:2.0
data:26:3390:1.0
data:26:3512:2.0
data:26:3624:1.0
data:26:3875:1.0
data:26:4046:1.0
data:26:4063:1.0
data:26:4116:1.0
data:26:4273:1.0
data:26:4479:3.0
data:26:4643:1.0
data:26:4687:1.0
data:26:4902:2.0
data:26:5172:1.0
data:26:5179:1.0
data:26:5373:4.0
data:26:5505:1.0
data:26:5996:1.0
data:26:6154:2.0
data:26:6342:1.0
data:26:6383:1.0
data:26:6431:1.0
data:26:6448:1.0
data:26:6479:1.0
data:26:6481:1.0
data:26:6627:1.0
data:26:6736:2.0
data:26:6809:1.0
data:26:6820:2.0
data:26:6999:1.0
data:26:7071:1.0
data:26:7234:1.0
data:26:7254:1.0
data:26:7419:5.0
data:26:7503:1.0
data:26:7674:1.0
data:26:8019:1.0
data:26:8071:1.0
data:26:8258:2.0
data:26:8310:1.0
data:26:8426:1.0
data:26:8493:1.0
data:26:8653:1.0
data:26:8704:1.0
data:26:8784:1.0
data:26:8821:1.0
data:27:332:1.0
data:27:474:2.0
data:27:477:1.0
data:27:478:1.0
data:27:851:1.0
data:27:925:1.0
data:27:945:1.0
data:27:1217:1.0
data:27:1334:2.0
data:27:1404:2.0
data:27:1411:1.0
data:27:1716:1.0
data:27:1959:3.0
data:27:1960:1.0
data:27:2075:1.0
data:27:2426:1.0
data:27:2578:2.0
data:27:2609:1.0
data:27:2634:1.0
data:27:2662:1.0
data:27:2805:1.0
data:27:3004:4.0
data:27:3093:1.0
data:27:3156:2.0
data:27:3390:1.0
data:27:3512:2.0
data:27:3624:1.0
data:27:3875:1.0
data:27:4046:1.0
data:27:4063:1.0
data:27:4116:1.0
data:27:4273:1.0
data:27:4479:3.0
data:27:4643:1.0
data:27:4687:1.0
data:27:4902:2.0
data:27:5172:1.0
data:27:5179:1.0
data:27:5373:4.0
data:27:5505:1.0
data:27:5996:1.0
data:27:6154:2.0
data:27:6342:1.0
data:27:6383:1.0
data:27:6431:1.0
data:27:6448:1.0
data:27:6479:1.0
data:27:6481:1.0
data:27:6627:1.0
data:27:6736:2.0
data:27:6809:1.0
data:27:6820:2.0
data:27:6999:1.0
data:27:7071:1.0
data:27:7234:1.0
data:27:7254:1.0
data:27:7419:5.0
data:27:7503:1.0
data:27:7674:1.0
data:27:8019:1.0
data:27:8071:1.0
data:27:8258:2.0
data:27:8310:1.0
data:27:8426:1.0
data:27:8493:1.0
data:27:8653:1.0
data:27:8704:1.0
data:27:8784:1.0
data:27:8821:1.0
data:28:853:1.0
data:28:1006:1.0
data:28:1188:1.0
data:28:1334:1.0
data:28:1714:1.0
data:28:1890:1.0
data:28:2017:1.0
data:28:3368:1.0
data:28:3512:1.0
data:28:3875:1.0
data:28:8019:1.0
data:28:8310:1.0
data:28:8445:1.0
data:28:8823:1.0
data:29:409:1.0
data:29:538:1.0
data:29:1334:2.0
data:29:1404:1.0
data:29:1421:1.0
data:29:3238:1.0
data:29:3512:2.0
data:29:3875:1.0
data:29:5106:1.0
data:29:5548:1.0
data:29:6590:1.0
data:29:6615:2.0
data:29:6938:1.0
data:29:8310:1.0
data:29:8458:1.0
data:29:8823:1.0
data:29:8849:1.0
data:30:541:1.0
data:30:851:2.0
data:30:1070:1.0
data:30:1298:1.0
data:30:1302:1.0
data:30:1404:1.0
data:30:2075:1.0
data:30:2185:1.0
data:30:2521:1.0
data:30:2805:1.0
data:30:2910:1.0
data:30:3004:3.0
data:30:3093:1.0
data:30:3156:3.0
data:30:3159:1.0
data:30:3171:1.0
data:30:3390:1.0
data:30:3512:1.0
data:30:3614:1.0
data:30:4669:1.0
data:30:4902:1.0
data:30:5505:1.0
data:30:6471:1.0
data:30:6498:1.0
data:30:6571:1.0
data:30:7096:1.0
data:30:8286:1.0
data:30:8310:2.0
data:31:577:1.0
data:31:851:2.0
data:31:853:2.0
data:31:1066:1.0
data:31:1188:2.0
data:31:1334:2.0
data:31:1404:2.0
data:31:1539:2.0
data:31:3156:1.0
data:31:3159:2.0
data:31:3240:5.0
data:31:3268:1.0
data:31:3313:2.0
data:31:3405:3.0
data:31:3512:4.0
data:31:3614:1.0
data:31:3719:1.0
data:31:3780:3.0
data:31:4277:1.0
data:31:4687:3.0
data:31:4902:2.0
data:31:5337:1.0
data:31:5555:1.0
data:31:5817:2.0
data:31:6288:1.0
data:31:6298:1.0
data:31:6379:2.0
data:31:6431:1.0
data:31:6471:2.0
data:31:6579:2.0
data:31:6914:2.0
data:31:7022:1.0
data:31:7909:1.0
data:31:8135:1.0
data:31:8602:2.0
data:31:8823:2.0
data:32:1353:1.0
data:32:3390:1.0
data:32:3896:1.0
data:32:3940:1.0
data:32:7653:1.0
data:32:7930:1.0
data:33:661:2.0
data:33:744:1.0
data:33:998:1.0
data:33:1312:1.0
data:33:1845:1.0
data:33:3313:1.0
data:33:3512:2.0
data:33:3691:1.0
data:33:4560:1.0
data:33:4791:2.0
data:33:4889:1.0
data:33:5157:1.0
data:33:6481:2.0
data:33:6635:1.0
data:33:6659:1.0
data:33:7674:1.0
data:33:8432:1.0
data:33:8443:3.0
data:33:8458:1.0
data:34:2423:1.0
data:34:3341:1.0
data:34:3393:1.0
data:34:4623:1.0
data:34:4687:1.0
data:34:5386:1.0
data:34:6555:1.0
data:34:6972:1.0
data:34:7254:1.0
data:35:661:2.0
data:35:744:1.0
data:35:998:1.0
data:35:1312:1.0
data:35:1845:1.0
data:35:3313:1.0
data:35:3512:2.0
data:35:3691:1.0
data:35:4560:1.0
data:35:4791:2.0
data:35:4889:1.0
data:35:5157:1.0
data:35:6481:2.0
data:35:6635:1.0
data:35:6659:1.0
data:35:7674:1.0
data:35:8432:1.0
data:35:8443:3.0
data:35:8458:1.0
data:36:748:1.0
data:36:851:2.0
data:36:925:1.0
data:36:1404:1.0
data:36:1989:1.0
data:36:2075:1.0
data:36:2332:1.0
data:36:2345:1.0
data:36:2472:1.0
data:36:2482:1.0
data:36:3004:1.0
data:36:3159:2.0
data:36:3330:1.0
data:36:3390:1.0
data:36:3512:4.0
data:36:4687:4.0
data:36:4914:1.0
data:36:5046:1.0
data:36:5258:1.0
data:36:5505:1.0
data:36:5821:1.0
data:36:5830:1.0
data:36:6448:1.0
data:36:6703:1.0
data:36:7234:1.0
data:36:7930:1.0
data:36:8242:2.0
data:36:8310:2.0
data:36:8458:1.0
data:36:8704:1.0
data:37:748:1.0
data:37:851:2.0
data:37:925:1.0
data:37:1404:1.0
data:37:1989:1.0
data:37:2075:1.0
data:37:2345:1.0
data:37:2472:1.0
data:37:2482:1.0
data:37:3004:1.0
data:37:3159:2.0
data:37:3330:1.0
data:37:3390:1.0
data:37:3512:4.0
data:37:4687:4.0
data:37:4914:1.0
data:37:5046:1.0
data:37:5258:1.0
data:37:5505:1.0
data:37:5821:1.0
data:37:5830:1.0
data:37:6448:1.0
data:37:6703:1.0
data:37:7234:1.0
data:37:7930:1.0
data:37:8242:2.0
data:37:8310:2.0
data:37:8458:1.0
data:37:8704:1.0
data:38:470:1.0
data:38:483:1.0
data:38:582:1.0
data:38:615:1.0
data:38:945:1.0
data:38:949:2.0
data:38:997:1.0
data:38:1022:1.0
data:38:1066:1.0
data:38:1217:1.0
data:38:1404:1.0
data:38:1532:1.0
data:38:1716:1.0
data:38:1893:1.0
data:38:2075:1.0
data:38:2181:1.0
data:38:2345:1.0
data:38:2356:1.0
data:38:2425:1.0
data:38:2702:1.0
data:38:2712:1.0
data:38:2783:1.0
data:38:2910:1.0
data:38:3004:2.0
data:38:3156:2.0
data:38:3159:1.0
data:38:3374:1.0
data:38:3390:1.0
data:38:3512:3.0
data:38:4101:1.0
data:38:4479:2.0
data:38:4608:1.0
data:38:4617:1.0
data:38:4902:1.0
data:38:4914:1.0
data:38:5346:1.0
data:38:5367:1.0
data:38:5548:1.0
data:38:5981:1.0
data:38:5996:1.0
data:38:6286:1.0
data:38:6301:1.0
data:38:6448:2.0
data:38:6471:1.0
data:38:6553:1.0
data:38:6590:1.0
data:38:6600:1.0
data:38:6999:1.0
data:38:7071:2.0
data:38:7096:1.0
data:38:7234:1.0
data:38:7254:4.0
data:38:7324:1.0
data:38:7419:2.0
data:38:7503:1.0
data:38:7527:2.0
data:38:7674:1.0
data:38:8784:1.0
data:38:8821:1.0
data:38:8849:1.0
data:39:1404:1.0
data:39:1883:2.0
data:39:3512:1.0
data:39:5036:2.0
data:39:6590:2.0
data:39:8310:1.0
data:40:848:2.0
data:40:851:1.0
data:40:1049:1.0
data:40:1334:1.0
data:40:1404:2.0
data:40:1559:1.0
data:40:1883:2.0
data:40:2075:1.0
data:40:2185:1.0
data:40:2609:1.0
data:40:2627:1.0
data:40:3004:1.0
data:40:3159:1.0
data:40:3268:2.0
data:40:3512:4.0
data:40:3541:1.0
data:40:3729:1.0
data:40:4224:2.0
data:40:4902:1.0
data:40:5121:1.0
data:40:5505:1.0
data:40:5981:1.0
data:40:6431:1.0
data:40:6471:1.0
data:40:6590:1.0
data:40:7054:1.0
data:40:7324:1.0
data:40:7549:1.0
data:40:7679:1.0
data:40:7930:1.0
data:40:8310:2.0
data:40:8426:1.0
data:40:8458:2.0
data:40:8704:1.0
data:40:8738:1.0
data:40:8839:1.0
data:40:8849:1.0
data:41:3203:1.0
data:41:3390:1.0
data:41:3512:1.0
data:41:5346:1.0
data:41:6208:2.0
data:41:7234:1.0
data:41:8308:1.0
data:41:8432:1.0
data:42:949:1.0
data:42:2729:1.0
data:42:2973:1.0
data:42:3004:1.0
data:42:3390:1.0
data:42:7057:1.0
data:42:7254:1.0
data:42:8030:1.0
data:42:8310:1.0
data:43:162:1.0
data:43:473:1.0
data:43:489:1.0
data:43:541:1.0
data:43:661:2.0
data:43:851:1.0
data:43:857:1.0
data:43:859:1.0
data:43:1064:1.0
data:43:1312:1.0
data:43:1396:1.0
data:43:1404:1.0
data:43:1439:1.0
data:43:1453:1.0
data:43:1538:1.0
data:43:1923:1.0
data:43:2072:1.0
data:43:2075:1.0
data:43:2182:1.0
data:43:2609:1.0
data:43:2611:1.0
data:43:2712:3.0
data:43:3159:1.0
data:43:3275:6.0
data:43:3512:2.0
data:43:3694:1.0
data:43:4046:1.0
data:43:4049:1.0
data:43:4458:1.0
data:43:4517:1.0
data:43:5511:1.0
data:43:5987:1.0
data:43:5996:1.0
data:43:6249:4.0
data:43:6298:1.0
data:43:6453:1.0
data:43:6590:2.0
data:43:7096:1.0
data:43:7185:1.0
data:43:7234:1.0
data:43:7358:1.0
data:43:7575:1.0
data:43:7674:1.0
data:43:7679:1.0
data:43:8310:3.0
data:43:8314:1.0
data:43:8357:1.0
data:43:8428:1.0
data:43:8695:1.0
data:43:8704:1.0
data:43:8716:1.0
data:43:8845:1.0
data:43:8846:1.0
data:43:8849:1.0
data:44:1334:2.0
data:44:1404:1.0
data:44:2075:1.0
data:44:2356:1.0
data:44:3156:2.0
data:44:3159:1.0
data:44:3512:2.0
data:44:3541:1.0
data:44:4687:1.0
data:44:4711:1.0
data:44:4808:1.0
data:44:5505:1.0
data:44:5830:1.0
data:44:6379:1.0
data:44:6546:1.0
data:44:6688:1.0
data:44:7601:1.0
data:44:8019:1.0
data:44:8135:1.0
data:44:8310:1.0
data:44:8426:1.0
data:44:8692:1.0
data:44:8839:1.0
data:45:474:1.0
data:45:1845:1.0
data:45:2717:1.0
data:45:3098:1.0
data:45:3366:1.0
data:45:3512:1.0
data:45:5346:1.0
data:45:6208:1.0
data:45:6481:1.0
data:45:7234:1.0
data:45:7254:1.0
data:45:7909:1.0
data:45:8308:2.0
data:45:8443:1.0
data:45:8653:1.0
data:46:94:2.0
data:46:541:1.0
data:46:853:1.0
data:46:1070:1.0
data:46:1217:2.0
data:46:1250:1.0
data:46:1334:2.0
data:46:1341:1.0
data:46:1900:1.0
data:46:2053:3.0
data:46:2185:1.0
data:46:2474:1.0
data:46:2751:1.0
data:46:3096:1.0
data:46:3112:1.0
data:46:3159:2.0
data:46:3390:1.0
data:46:3432:4.0
data:46:3512:4.0
data:46:3614:1.0
