data_718_3187:3187:718
data_718_3187:0:342:1.0
data_718_3187:0:1008:1.0
data_718_3187:0:3142:1.0
data_718_3187:1:568:1.0
data_718_3187:1:1806:1.0
data_718_3187:1:2024:1.0
data_718_3187:1:3124:1.0
data_718_3187:1:3141:2.0
data_718_3187:2:342:1.0
data_718_3187:2:1008:1.0
data_718_3187:2:3142:1.0
data_718_3187:3:568:1.0
data_718_3187:3:1806:1.0
data_718_3187:3:3141:2.0
data_718_3187:4:20:2.0
data_718_3187:4:273:2.0
data_718_3187:4:342:1.0
data_718_3187:4:358:1.0
data_718_3187:4:568:1.0
data_718_3187:4:1054:1.0
data_718_3187:4:1239:1.0
data_718_3187:4:1618:1.0
data_718_3187:4:2403:2.0
data_718_3187:4:2479:1.0
data_718_3187:4:2629:1.0
data_718_3187:4:3141:1.0
data_718_3187:4:3149:1.0
data_718_3187:5:471:1.0
data_718_3187:5:2193:1.0
data_718_3187:5:2802:1.0
data_718_3187:5:3151:1.0
data_718_3187:6:342:1.0
data_718_3187:6:3103:1.0
data_718_3187:6:3143:1.0
data_718_3187:6:3161:1.0
data_718_3187:7:568:2.0
data_718_3187:7:1163:1.0
data_718_3187:7:2535:1.0
data_718_3187:7:3142:1.0
data_718_3187:7:3143:1.0
data_718_3187:7:3145:1.0
data_718_3187:7:3146:2.0
data_718_3187:7:3153:1.0
data_718_3187:8:1347:1.0
data_718_3187:8:1716:1.0
data_718_3187:8:1717:1.0
data_718_3187:8:2035:1.0
data_718_3187:8:2467:1.0
data_718_3187:8:2526:1.0
data_718_3187:8:2718:1.0
data_718_3187:8:2830:1.0
data_718_3187:8:3141:1.0
data_718_3187:8:3147:1.0
data_718_3187:9:273:1.0
data_718_3187:9:572:1.0
data_718_3187:9:1239:1.0
data_718_3187:9:1923:2.0
data_718_3187:9:2539:2.0
data_718_3187:9:3149:1.0
data_718_3187:9:3150:2.0
data_718_3187:9:3161:1.0
data_718_3187:10:382:1.0
data_718_3187:10:2467:1.0
data_718_3187:10:3145:1.0
data_718_3187:10:3146:1.0
data_718_3187:10:3161:1.0
data_718_3187:10:3178:1.0
data_718_3187:11:568:1.0
data_718_3187:11:1780:1.0
data_718_3187:11:2960:1.0
data_718_3187:11:3161:1.0
data_718_3187:12:1341:1.0
data_718_3187:12:2024:1.0
data_718_3187:12:2356:1.0
data_718_3187:12:2830:1.0
data_718_3187:12:3075:1.0
data_718_3187:12:3161:1.0
data_718_3187:13:522:1.0
data_718_3187:13:568:1.0
data_718_3187:13:838:1.0
data_718_3187:13:3151:1.0
data_718_3187:14:2402:1.0
data_718_3187:14:2539:1.0
data_718_3187:14:2830:1.0
data_718_3187:14:2875:1.0
data_718_3187:14:3141:1.0
data_718_3187:14:3161:2.0
data_718_3187:15:568:1.0
data_718_3187:15:1494:1.0
data_718_3187:15:1948:1.0
data_718_3187:15:2983:1.0
data_718_3187:15:3168:1.0
data_718_3187:16:2101:1.0
data_718_3187:16:2378:1.0
data_718_3187:16:3141:1.0
data_718_3187:16:3151:1.0
data_718_3187:17:2193:1.0
data_718_3187:17:2196:1.0
data_718_3187:17:3143:1.0
data_718_3187:18:1294:1.0
data_718_3187:18:2024:1.0
data_718_3187:18:2326:1.0
data_718_3187:18:2500:1.0
data_718_3187:19:382:1.0
data_718_3187:19:568:1.0
data_718_3187:19:1095:1.0
data_718_3187:19:1534:1.0
data_718_3187:19:2682:1.0
data_718_3187:19:3141:1.0
data_718_3187:19:3143:1.0
data_718_3187:19:3144:1.0
data_718_3187:19:3146:2.0
data_718_3187:19:3170:1.0
data_718_3187:20:193:1.0
data_718_3187:20:568:1.0
data_718_3187:20:684:1.0
data_718_3187:20:962:1.0
data_718_3187:20:1239:1.0
data_718_3187:20:1416:1.0
data_718_3187:20:2024:1.0
data_718_3187:20:2467:1.0
data_718_3187:20:2549:1.0
data_718_3187:20:3143:1.0
data_718_3187:21:231:1.0
data_718_3187:21:572:2.0
data_718_3187:21:1977:1.0
data_718_3187:21:3141:1.0
data_718_3187:21:3143:2.0
data_718_3187:22:273:1.0
data_718_3187:22:973:1.0
data_718_3187:22:1087:1.0
data_718_3187:22:1300:1.0
data_718_3187:22:1466:1.0
data_718_3187:22:2024:1.0
data_718_3187:22:2027:1.0
data_718_3187:22:3141:1.0
data_718_3187:22:3143:1.0
data_718_3187:22:3161:1.0
data_718_3187:22:3171:1.0
data_718_3187:23:342:1.0
data_718_3187:23:1008:1.0
data_718_3187:23:2041:1.0
data_718_3187:23:3142:1.0
data_718_3187:23:3186:1.0
data_718_3187:24:2539:1.0
data_718_3187:24:3161:2.0
data_718_3187:24:3162:1.0
data_718_3187:25:259:1.0
data_718_3187:25:535:1.0
data_718_3187:25:555:1.0
data_718_3187:25:1239:1.0
data_718_3187:25:2990:1.0
data_718_3187:26:568:1.0
data_718_3187:26:686:1.0
data_718_3187:26:1300:3.0
data_718_3187:26:2647:1.0
data_718_3187:26:3141:2.0
data_718_3187:27:572:1.0
data_718_3187:27:1046:1.0
data_718_3187:27:2002:1.0
data_718_3187:27:3124:1.0
data_718_3187:28:273:1.0
data_718_3187:28:568:1.0
data_718_3187:28:629:1.0
data_718_3187:28:1059:1.0
data_718_3187:28:2853:1.0
data_718_3187:28:2856:1.0
data_718_3187:28:2858:1.0
data_718_3187:28:2873:1.0
data_718_3187:28:2981:1.0
data_718_3187:28:3141:1.0
data_718_3187:28:3156:1.0
data_718_3187:28:3161:1.0
data_718_3187:28:3180:1.0
data_718_3187:29:273:1.0
data_718_3187:29:288:1.0
data_718_3187:29:568:1.0
data_718_3187:29:572:2.0
data_718_3187:29:1034:1.0
data_718_3187:29:1326:1.0
data_718_3187:29:2247:1.0
data_718_3187:29:2378:1.0
data_718_3187:29:2479:1.0
data_718_3187:29:2539:1.0
data_718_3187:29:2549:1.0
data_718_3187:29:3161:1.0
data_718_3187:30:1300:1.0
data_718_3187:30:2098:1.0
data_718_3187:30:2824:1.0
data_718_3187:31:621:1.0
data_718_3187:31:2522:2.0
data_718_3187:31:3161:1.0
data_718_3187:31:3174:1.0
data_718_3187:32:41:1.0
data_718_3187:32:772:1.0
data_718_3187:32:973:1.0
data_718_3187:32:1397:1.0
data_718_3187:32:1460:1.0
data_718_3187:32:2002:1.0
data_718_3187:32:2630:1.0
data_718_3187:32:3146:1.0
data_718_3187:32:3184:1.0
data_718_3187:33:273:2.0
data_718_3187:33:572:1.0
data_718_3187:33:963:1.0
data_718_3187:33:1326:1.0
data_718_3187:33:1341:1.0
data_718_3187:33:3075:1.0
data_718_3187:33:3145:1.0
data_718_3187:34:41:1.0
data_718_3187:34:568:1.0
data_718_3187:34:772:1.0
data_718_3187:34:1460:1.0
data_718_3187:34:2002:1.0
data_718_3187:34:2630:1.0
data_718_3187:34:3143:1.0
data_718_3187:34:3146:1.0
data_718_3187:34:3184:1.0
data_718_3187:35:273:3.0
data_718_3187:35:445:1.0
data_718_3187:35:452:1.0
data_718_3187:35:568:3.0
data_718_3187:35:572:1.0
data_718_3187:35:911:1.0
data_718_3187:35:3161:1.0
data_718_3187:36:2796:1.0
data_718_3187:36:3161:2.0
data_718_3187:36:3184:1.0
data_718_3187:37:568:1.0
data_718_3187:37:3141:1.0
data_718_3187:37:3143:1.0
data_718_3187:38:2539:2.0
data_718_3187:38:3103:1.0
data_718_3187:38:3141:1.0
data_718_3187:38:3161:1.0
data_718_3187:39:273:1.0
data_718_3187:39:572:1.0
data_718_3187:39:1095:1.0
data_718_3187:39:1326:1.0
data_718_3187:39:1341:1.0
data_718_3187:39:2852:1.0
data_718_3187:39:3145:1.0
data_718_3187:40:568:1.0
data_718_3187:40:2330:1.0
data_718_3187:40:2539:1.0
data_718_3187:40:3103:1.0
data_718_3187:40:3170:1.0
data_718_3187:40:3174:1.0
data_718_3187:41:273:1.0
data_718_3187:41:568:1.0
data_718_3187:41:3161:1.0
data_718_3187:42:568:1.0
data_718_3187:42:1046:1.0
data_718_3187:42:1239:1.0
data_718_3187:42:2027:1.0
data_718_3187:42:3141:1.0
